Word,Abbreviation,Alt Abbreviation,Prime,Modifier -1,Modifier -2,Class,Definition,Create Date
Drilling,DRLG,,,,,,,
Drink,DRINK,,,,,,,
Drive,DRV,,,,,,,
Driver,DRVR,,,,,,,
Driving,DRVG,,,,,,,
Drop,DROP,,,,,,,
Drop Ship Vendor,DSV,DSV,,X,X,,,
Dry,DRY,,,,,,,
Drydock,DRYDK,,,,,,,
Drywall,DRYWL,,,,,,,
Dual,DUAL,,,,,,,
Duchess,DCHSS,,,,,,,
Due,DUE,,,,,,,
Dues,DUES,,,,,,,
Dummy,DUMMY,,,,,,,
Duplicate,DUP,DUP,,X,X,,An exact copy of something.,
Duplicating,DUPG,,,,,,,
Duplication,DUPN,,,,,,,
Duration,DUR,,,,,,,
Dutch,DTCH,,,,,,,
Duty,DUTY,,,,,,,
Dwelling,DWLLG,,,,,,,
Dyeing,DYG,,,,,,,
Dynamic,DYNAM,,,,,,,
Eagle,EGL,,,,,,,
Earliest,ERLY,,,,,,,
Earliest Delivery Date,EDD,EDD,,X,,,Shipping terminology.,
Earliest Shipment Date,ESD,ESD,,X,,,Shipping terminology.,
Early,ERLY,,,,,,,
Earn,EARN,,,,,,,
Earned,EARN,,,,,,,
Earning,EARN,,,,,,,
Earnings,EARN,,,,,,,
Earth,ERTH,,,,,,,
East,E,,,,,,,
Eastern,ESTRN,,,,,,,
Eastside,ESIDE,,,,,,,
Eatery,ETRY,,,,,,,
Ebay,EBAY,EBAY,X,X,X,,Stock symbol for eBay the online commerce firm.,
Echelon,ECHLN,,,,,,,
Echelons,ECHLN,,,,,,,
Ecology,ECO,,,,,,,
Ecommerce,ECOMM,ECOMM,,X,X,,,
Economic,ECON,,,,,,,
Economical_Order,ECO_ORD,ECO_ORD,X,X,X,,"Used when Sales Order has no split , no upgrade etc.",
Economist,ECONT,,,,,,,
Economy,ECON,,,,,,,
Edible,EDBL,,,,,,,
Edifice,EDFC,,,,,,,
Edit,EDIT,,,,,,,
Edited,EDIT,,,,,,,
Edition,ED,,,,,,,
Editor,EDITR,,,,,,,
Educate,EDU,EDU,,X,X,,Not the same as literate.,
Education,EDU,EDU,,X,X,,Noun,
Educational,EDUCL,,,,,,,
Effect,EFF,,,,,,,
Effective,EFF,EFF,,X,X,,,
Eight,8,,,,,,,
Eighteen,18,,,,,,,
Eighteenth,18TH,,,,,,,
Eighth,8TH,,,,,,,
Eject,EJECT,,,,,,,
Elapsed,ELAPS,,,,,,,
Elder,ELDR,,,,,,,
Elderly,ELDR,,,,,,,
Elect,ELCT,,,,,,,
Elected,ELCTD,,,,,,,
Electric,ELEC,,,,,,,
Electrical,ELECL,,,,,,,
Electrician,ELECN,,,,,,,
Electricity,ELEC,,,,,,,
Electrologist,ELLGT,,,,,,,
Electrolysis,ELLYS,,,,,,,
Electromechanical,ELMCH,,,,,,,
Electron,ELTRN,,,,,,,
Electronic,ELTNC,,,,,,,
Electroplating,ELPLT,,,,,,,
Elegance,ELGNC,,,,,,,
Elegant,ELGNT,,,,,,,
Element,ELEM,ELEM,,X,X,,,
Elemental,ELEM,,,,,,,
Elementary,ELEM,ELEM,,X,X,,,
Elements,ELEM,,,,,,,
Elevation,EL,,,,,,,
Elevator,ELEV,,,,,,,
Eleventh,11TH,,,,,,,
Eligibility,ELIG,ELIG,,X,X,,,
Eligible,ELIG,ELIG,,X,X,,,
Eliminate,ELIM,,,,,,,
Eliminating,ELIMG,,,,,,,
Elimination,ELIM,,,,,,,
Eliminations,ELIMS,,,,,,,
Elite,ELITE,,,,,,,
Email,EMAIL,EMAIL,,X,X,,Email as an address or an operation.,
Embassy,EMBSY,,,,,,,
embedded,EMBD,,,,,,,
Embroidery,EMB,,,,,,,
Emergency,EMER,,,,,,,
Empire,EMPRE,,,,,,,
Employ,EMPLY,,,,,,,
Employed,EMPLD,,,,,,,
Employee,EMPLE,,,,,,,
Employees,EMPLE,,,,,,,
Employer,EMPLR,,,,,,,
Employment,EMPLM,,,,,,,
Emporium,EMPOR,,,,,,,
Empty,EMPTY,,,,,,,
Enamel,ENL,,,,,,,
Enameling,ENLG,,,,,,,
Encode,ENCD,,,,,,,
Encoded,ENCD,,,,,,,
Encrypt,ENC,ENC,,X,X,,The action to mask using some pre-defined process such as an algorithm.,
Encryption,ENC,ENC,,X,X,,Derivative,
Encyclopedia,ENCY,,,,,,,
End,END,,,,,,,
Endeavor,ENDVR,,,,,,,
Ended,ENDED,,,,,,,
Ending,END,,,,,,,
Energy,ENRGY,,,,,,,
Enforcement,ENFRC,,,,,,,
Engage,ENGAGE,ENGAGE,,X,X,,,
Engagement,ENGAGE,ENGAGE,,X,X,,,
Engine,ENG,,,,,,,
Engineer,ENGR,,,,,,,
Engineered,ENGRD,,,,,,,
Engineering,ENGRG,,,,,,,
Engineers,ENGR,,,,,,,
England,ENGLD,,,,,,,
English,ENGL,,,,,,,
Engraver,ENGRV,,,,,,,
Engraving,ENGRV,,,,,,,
Enlarge,ENLRG,,,,,,,
Ensign,ENS,,,,,,,
Enter,ENTR,,,,,,,
Entered,ENTR,,,,,,,
Enterprise,ENTRP,,,,,,,
Entertainment,ETRTN,,,,,,,
Entitlement,ENTTL,,,,,,,
Entitlements,ENTTL,,,,,,,
Entity,ENTY,,,,,,,
Entrepreneur,ENTRP,,,,,,,
Entried,ENTRY,,,,,,,
Entries,ENTRY,,,,,,,
Entry,ENT,,,,,,,
Envelope,ENV,,,,,,,
Environment,ENVIR,,,,,,,
Environmental,ENVIR,,,,,,,
EPC,EPC,,,,,,,
Episcopal,EPSPL,,,,,,,
Epsilon,EPSLN,,,,,,,
Equal,EQ,,,,,,,
Equalization,EQLZN,,,,,,,
Equalized,EQLZD,,,,,,,
Equalizing,EQLZG,,,,,,,
Equally,EQLY,,,,,,,
Equestrian,EQSTN,,,,,,,
Equine,EQN,,,,,,,
Equipment,EQUIP,,,,,,,
Equipt,EQPT,,,,,,,
Equitable,EQTBL,,,,,,,
Equity,EQTY,EQTY,,X,X,,,
Equivalent,EQV,,,,,,,
Erect,ERCT,,,,,,,
Erecting,ERCT,,,,,,,
Erector,ERCTR,,,,,,,
Erroneous,ERR,,,,,,,
Error,ERR,ERR,,X,X,,An exception,
Errors,ERRS,,,,,,,
Escalate,ESCL,ESCL,,X,X,,To elevate in priority,
Escalation,ESCL,ESCL,,X,X,,Derivative of the verb escalate,
Esquire,ESQ,,,,,,,
Essential,ESNTL,,,,,,,
Established,ESTAB,,,,,,,
Establishment,ESTAB,,,,,,,
Estate,ESTAT,,,,,,,
Estimate,EST,EST,,X,X,,An approximation,
Estimated,EST,ESTMTD,,X,,,,
Estimated Cost Fixed,ECF,ECF,,X,X,,Used in Shipping Estimated Cost Fixed Amount,
Estimated Cost Variable,ECV,ECV,,X,X,,Used in Shipping Estimated Cost Variable Amount,
Estimation,ESTN,,,,,,,
Estimator,ESTR,,,,,,,
Estimators,ESTRS,,,,,,,
Etcetera,ETC,,,,,,,
Ethnicity,ETHNCTY,ETHNCTY,,X,X,,,
European,ERPN,,,,,,,
European Article Number,EAN,,,X,X,,,
Evaluation,EVAL,,,,,,,
Evangelical,EVNGL,,,,,,,
Evangelist,EVNGT,,,,,,,
Evangelistic,EVNGC,,,,,,,
Even,EVN,,,,,,,
Evening,EVE,EVE,,X,,,,
Event,EVENT,EVENT,,X,X,,An occurrence,
Events,EVNTS,,,,,,,
Evergreen,EVRGN,,,,,,,
Exact,EXCT,,,,,,,
Exam,EXAM,,,,,,,
Examination,EXAM,,,,,,,
Examine,EXAM,,,,,,,
Examiner,EXAMR,,,,,,,
Excavate,EXCVT,,,,,,,
Excavation,EXCVT,,,,,,,
Excavator,EXCVT,,,,,,,
Exceed,EXCD,,,,,,,
Excel,EXCL,,,,,,,
Except,EXCPT,EXCPT,,X,X,,The verb,
Exception,EXCPT,EXCPT,,X,X,,Derivative of the verb.,
Exceptional,EX,,,,,,,
Excess,EXCS,,,,,,,
Exchange,XCHNG,XCHNG,,X,X,,,
Exchangers,EXCH,,,,,,,
Excise,EXCIS,,,,,,,
Excitation,EXCIT,,,,,,,
Exclude,EXCL,EXCL,,X,X,,Antonym for include,
Excluded,EXCL,EXCL,,X,X,,Verb for exclude,
Excluding,EXCL,EXCL,,X,X,,Transitive form of the verb,
Exclusion,EXCL,,,,,,,
Exclusive,EXCL,,,,,,,
Execute,EXEC,EXEC,,X,X,,,
Execution,EXEC,EXEC,,X,X,,Derivative of the verb,
Executive,EXEC,,,,,,,
Executive Vice President,EVP,,,,,,,
Executor,EXCTR,,,,,,,
Exempt,EXMPT,,,,,,,
Exempted,EXMPT,,,,,,,
Exemption,EXMPT,,,,,,,
Exemptions,EXMPT,,,,,,,
Exhibit,EXHBT,,,,,,,
Exhibitor,EXHBT,,,,,,,
Existing,EXSTG,,,,,,,
Exit,EXIT,,,,,,,
Exits,EXITS,,,,,,,
Expand,EXPND,,,,,,,
Expandable,EXPND,,,,,,,
Expanded,EXPND,,,,,,,
Expanding,EXPND,,,,,,,
Expansion,EXPND,,,,,,,
Expected,EXPC,EXPC,,X,,,,
Expediter,XPDTR,,,,,,,
Expediting,XPDTG,,,,,,,
Expedition,EXPDN,,,,,,,
Expend,EXP,,,,,,,
Expended,EXP,,,,,,,
Expenditure,EXP,,,,,,,
Expense,EXP,,,,,,,
Experience,EXPRC,,,,,,,
Experiment,EXPER,,,,,,,
Experimental,EXPER,,,,,,,
Expert,XPERT,,,,,,,
Expiration,EXP,EXP,,X,X,,"End-of-life indicator.  Can also be used for derivatives such as expired, expiration etc.",
Expire,EXPIRE,,,,,,,
Expired,EXPIRE,,,,,,,
Expires,EXPIRE,,,,,,,
Expiry,EXP,EXP,,X,X,,"End-of-life indicator.  Can also be used for derivatives such as expired, expiration etc.",
Explaination,EXPLN,,,,,,,
Exploration,EXPLR,,,,,,,
Explosive,EXPSV,,,,,,,
Export,EXP,EXP,,X,X,,Export - the verb.,
Exportation,EXPRT,,,,,,,
Exporter,EXPRT,,,,,,,
Expose,EXPOS,,,,,,,
Exposition,EXPO,,,,,,,
Exposure,EXPOS,,,,,,,
Express,XPRS,XPRS,,X,X,,Express qualifier.,
Expression,EXPRN,,,,,,,
Expressway,EXPWY,,,,,,,
Extend,EXT,,,,,,,
Extended,EXTD,EXTD,,X,X,,,
Extension,EXTN,EXTN,,,X,,"Extension for an attribute. For example zip extension, description extension etc.",
Exterminating,XTERM,,,,,,,
Exterminator,XTERM,,,,,,,
External,EXT,EXT,,X,X,,,
Extra,EXTRA,,,,,,,
Extract,XTRCT,,,,,,,
Extracted,XTRCT,,,,,,,
Extraction,XTRCT,,,,,,,
Extractor,XTRCT,,,,,,,
Extreme,EXTRM,,,,,,,
Eye,EYE,,,,,,,
Fabric,FBRC,,,,,,,
Fabricated,FABR,,,,,,,
Fabricating,FABR,,,,,,,
Fabrication,FABR,,,,,,,
Fabrications,FABR,,,,,,,
Fabricator,FABR,,,,,,,
Face,FACE,,,,,,,
Facility,FCLTY,FAC,,X,X,,Facility as in a physical location such as a store.,
Factor,FCTR,,,,,,,
Factors,FCTR,,,,,,,
Factory,FCTRY,,,,,,,
Facts,FACTS,,,,,,,
Faculty,FCLTY,,,,,,,
Fahrenheit,F,,,,,,,
Fail,FAIL,,,,,,,
Failure,FAIL,,,,,,,
Fair,FAIR,,,,,,,
Faith,FTH,,,,,,,
Falls,FLS,,,,,,,
Familiar,FAMLR,,,,,,,
Family,FAM,,,,,,,
Famous,FMS,,,,,,,
Fancy,FNCY,,,,,,,
Fantastic,FNTST,,,,,,,
Fantasy,FNTSY,,,,,,,
Farm,FARM,,,,,,,
Farmer,FARMR,,,,,,,
Farming,FARMG,,,,,,,
Fashion,FASHN,,,,,,,
Fast,FAST,,,,,,,
Fastener,FAS,,,,,,,
Fasting,FAST,,,,,,,
Fatal,FTL,,,,,,,
Father,FR,,,,,,,
Faucet,FCT,,,,,,,
Favorite,FAV,,,X,X,,OG Favorite Item List,
Feather,FE,,,,,,,
Feature,FEAT,,,,,,,
Features,FEAT,,,,,,,
February,FEB,,,,,,,
Federal,FED,FED,,X,X,,,
Federal Employer Identification Number,FEIN,FEIN,,X,X,,,
Federated,FEDRT,,,,,,,
Federation,FEDRN,,,,,,,
Fee,FEE,,,,,,,
Feed,FEED,,,,,,,
Feedstock,FS,,,,,,,
Feet,FT,FT,,X,X, ,Measurement of length.  Use QTY as classword instead. E.g. PACK_LEN_FT_QTY,
Fellowship,FWSHP,,,,,,,
Female,FMALE,,,,,,,
Fence,FNC,,,,,,,
Ferrous,FER,,,,,,,
Fertilizer,FERT,,,,,,,
Fiber,FIBR,,,,,,,
Fiberglass,FIBRG,,,,,,,
Fica,FICA,,,,,,,
Fiche,FICHE,,,,,,,
Fidelity,FDLTY,,,,,,,
Field,FLD,,,,,,,
Fields,FLDS,,,,,,,
Fifth,5TH,,,,,,,
Fig,FIG,,,,,,,
Fight,FGHT,,,,,,,
Fighter,FGHTR,,,,,,,
Figure,FIG,,,,,,,
File,FILE,,,,,,,
Files,FILES,,,,,,,
Fill,FIL,,,,,,,
Filler,FILR,,,,,,,
Filter,FILTR,,,,,,,
Final,FINAL,,,,,,,
Finally,FINAL,,,,,,,
Finance,FIN,FIN,X,,,,,
Financed,FIN,FIN,,X,X,,e.g. Financed Amount ,
Financial,FIN,FIN,,X,X,,Adjective form of Finance,
Financier,FINCR,,,,,,,
Financing,FINCG,,,,,,,
Find,FIND,,,,,,,
Finder,FINDR,,,,,,,
Finding,FIND,FIND,,X,X,,Transitive for the verb,
Fineline,FINELINE,,,,,,,
Finest,FNST,,,,,,,
Finish,FNSH,,,,,,,
Finished,FNSHD,,,,,,,
Finishing,FNSHG,,,,,,,
Firearm,FRARM,,,,,,,
Fireman,FIRMN,,,,,,,
Firework,FRWRK,,,,,,,
Firm,FIRM,,,,,,,
First,FIRST,,,,,,,
Fiscal,FISCAL,,,,,,,
Fishery,FSHRY,,,,,,,
Fishing,FSHG,,,,,,,
Fitness,FITNS,,,,,,,
Five,5,,,,,,,
Fixed,FIXD,,,,,,,
Fixture,FIXTR,,,,,,,
Flag,FLAG,,,,,,,
Flags,FLAG,,,,,,,
Flare,FLARE,,,,,,,
Flat,FLAT,,,,,,,
Flavor,FLVR,,,,,,,
Fleet,FLT,,,,,,,
Flight,FLGT,,,,,,,
Float,FLOAT,,,,,,,
Flock,FLCK,,,,,,,
Floor,FLOOR,,,,,,,
Floorcovering,FLCVG,,,,,,,
Flooring,FLG,,,,,,,
Floral,FLRL,,,,,,,
Florida,FL,,,,,,,
Florist,FLRST,,,,,,,
Flow,FLOW,,,,,,,
Flower,FLWR,,,,,,,
Flowing,FLOWG,,,,,,,
Fluctuate,FLUCT,,,,,,,
Fluctuation,FLUCT,,,,,,,
Fluid,FLUD,,,,,,,
Fly,FLY,,,,,,,
Flying,FLY,,,,,,,
Flywheel,FLYWH,,,,,,,
Focus,FCS,,,,,,,
Fog,FOG,,,,,,,
Folio,FOLIO,,,,,,,
Following,FOLWG,,,,,,,
foodstamp,FOODSTAMP,,,,,,,
Foot,FT,,,,,,,
Football,FTBLL,,,,,,,
Footnote,FTNTE,,,,,,,
Footwear,FTWR,,,,,,,
For,FOR,,,,,,,
Force,FRC,,,,,,,
Forecast,FCST,FCST,,X,X,,,
Forecasted,FCST,,,,,,,
Forecasting,FCST,,,,,,,
Foreign,FRGN,,,,,,,
Foreman,FMAN,,,,,,,
Foresight,FSGHT,,,,,,,
Forest,FRST,,,,,,,
Forestry,FRSTY,,,,,,,
Forever,FORVR,,,,,,,
Forfeit,FORFT,,,,,,,
Forfeitures,FORFT,,,,,,,
Forging,FRG,,,,,,,
Forgoing,FORGO,,,,,,,
Forklift,FKLFT,,,,,,,
Form,FORM,,,,,,,
Formal,FORML,,,,,,,
Format,FMT,FMT,,X,X,,Email format for example.,
Formation,FORMN,,,,,,,
Formatted,FMT,,,,,,,
Former,FORMR,,,,,,,
Formula,FMULA,,,,,,,
Forth,FORTH,,,,,,,
Fortune,FRTN,,,,,,,
Forum,FRUM,,,,,,,
Forward,FWD,,,,,,,
Forwarding,FWDG,,,,,,,
Foster,FSTR,,,,,,,
Found,FND,,,,,,,
Foundation,FNDTN,,,,,,,
Foundry,FNDRY,,,,,,,
Fountain,FTN,,,,,,,
Four,4,,,,,,,
Fourteen,14,,,,,,,
Fourteenth,14TH,,,,,,,
Fourth,4TH,,,,,,,
Fraction,FRAC,,,,,,,
Fragrance,FRGNC,,,,,,,
Frame,FRAM,,,,,,,
Framework,FRAMW,,,,,,,
Framing,FRAMG,,,,,,,
Franchise,FNCHS,,,,,,,
Franchising,FNCHS,,,,,,,
Fraternal,FTRNL,,,,,,,
Fraternity,FTRNY,,,,,,,
Free,FREE,,,,,,,
Freeze,FRZ,FRZ,,X,X,,The verb,
Freezer,FRZR,,,,,,,
Freight,FRGHT,FRGHT,,X,X,,Freight as in the logistics and transportation industry,
French,FRNCH,,,,,,,
Frequencies,FREQ,,,,,,,
Frequency,FREQ,,,,,,,
Fresh,FRSH,,,,,,,
Friary,FRY,,,,,,,
Friction,FRCTN,,,,,,,
Friday,FRI,,,,,,,
Fried,FRD,,,,,,,
Friend,FRND,,,,,,,
Friendly,FRND,,,,,,,
Friendliness,FRND,,,X,X,,E.g. Friendliness Score Value captured from a customer survey,
From,FROM,,,,,,,
Frontier,FRNTR,,,,,,,
Frozen,FRZN,,,,,,,
Fruit,FRT,,,,,,,
Fry,FRY,,,,,,,
Fuel,FUEL,,,,,,,
Fulfillable,FULFLBL,FULFLBL,,X,X,,,
Fulfillment,FULFMT,FMT,,X,,,,
Fulfillment Center,FC,FC,,X,X,,The organizaton business unit that fulfills the order.,
Full,FULL,,,,,,,
Fully,FULY,,,,,,,
Function,FUNC,,,,,,,
Functional,FUNCL,,,,,,,
Functionary,FUNCY,,,,,,,
Fund,FUND,,,,,,,
Fundamentalist,FDMNT,,,,,,,
Funding,FUNDG,,,,,,,
Funds,FUND,,,,,,,
Funeral,FNRL,,,,,,,
Fur,FUR,,,,,,,
Furlong,FURLG,,,,,,,
Furnace,FRNC,,,,,,,
Furnished,FRNSH,,,,,,,
Furnishing,FRNSH,,,,,,,
Furniture,FURN,,,,,,,
Furrier,FUR,,,,,,,
Fusion,FUSN,,,,,,,
Future,FUTR,,,,,,,
Gain,GAIN,,,,,,,
Gains,GAINS,,,,,,,
Galaxy,GALXY,,,,,,,
Gallery,GLLRY,,,,,,,
Gallon,GAL,,,,,,,
Gallons,GAL,,,,,,,
Galvanizing,GLVNZ,,,,,,,
Garage,GAR,,,,,,,
Garden,GRDN,,,,,,,
Gardener,GRDNR,,,,,,,
Garment,GMT,,,,,,,
Garnish,GRNSH,,,,,,,
Garnishment,GRNSH,,,,,,,
Gas,GAS,,,,,,,
Gasoline,GAS,,,,,,,
Gasses,GAS,,,,,,,
Gates,GATES,,,,,,,
Gateway,GTWY,,,,,,,
Gather,GATHR,,,,,,,
Gatherer,GATHR,,,,,,,
Gathering,GATHR,,,,,,,
Gauge,GAUGE,,,,,,,
Gauger,GAUGR,,,,,,,
Gazette,GAZ,,,,,,,
Gear,GEAR,,,,,,,
Gel,GEL,,,,,,,
Gender,GENDER,GENDER,,X,X,,,
General,GEN,,,,,,,
General Merchandise Manager,GMM,,,,,,,
Generate,GEN,GEN,,X,X,,The verb,
Generated,GEN,,,,,,,
Generating,GEN,,,,,,,
Generation,GEN,,,,,,,
Generator,GENR,,,,,,,
Generic,GENIC,,,,,,,
Genesis,GNSS,,,,,,,
Gentlemen,GNTMN,,,,,,,
Geochemical,GOCHM,,,,,,,
Geodesic,GODSC,,,,,,,
Geographic,GEO,GEO,,X,X,,,
Geographical,GEO,GEO,,X,X,,,
Geography,GEO,GEO,X,,,,"Geographical location, could refer state, region, country etc",
Geologic,GEOL,,,,,,,
Geological,GEOL,,,,,,,
Geologist,GEOL,,,,,,,
Geology,GEOL,,,,,,,
Geophysical,GOPHY,,,,,,,
Georgia,GA,,,,,,,
Geothermal,GOTHM,,,,,,,
Geriatric,GERI,,,,,,,
Get,GET,,,,,,,
Gets,GETS,,,,,,,
Giant,GNT,,,,,,,
GIFT,GIFT,,,,,,,
Gingerbread,GNGBD,,,,,,,
Glace,GLC,,,,,,,
Gladiator,GLDTR,,,,,,,
Glass,GLS,,,,,,,
Glassware,GLSWR,,,,,,,
Glaze,GLZ,,,,,,,
Global,GLBL,GLBL,,X,,,,
Global Governance,GG,GG,,X,X,,Global Governance is a Subject Area,
Global Location Number,GLN,,,X,X,,,
Global Store,GS,GS,X,,,,The domain defined to sell merchandize between different Walmart eCommerce markets.,
Global Trade Item Number,GTIN,,,X,X,,,
Global Product Classification,GPC,GPC,,x,x,,,
Gloss,GLOS,,,,,,,
Glossary,GLOS,,,,,,,
Glove,GLV,,,,,,,
Golden,GLDN,,,,,,,
Good,GOOD,,,,,,,
Goodwill,GDWLL,GDWLL,,X,X,,Goodwill gesture.,
Gospel,GSPL,,,,,,,
Gourmet,GRMT,,,,,,,
Governing,GOV,,,,,,,
Government,GOVT,,,,,,,
Governmental,GOVT,,,,,,,
Governor,GOV,,,,,,,
Grace,GRC,,,,,,,
Grade,GRDE,,,,,,,
Graduate,GRAD,,,,,,,
Graduated,GRAD,,,,,,,
Grain,GRAN,,,,,,,
Gram,G,,,,,,,
Grand,GRAND,,,,,,,
Grandma,GDMA,,,,,,,
Grandpa,GDPA,,,,,,,
Granite,GRNIT,,,,,,,
Grantee,GRNTE,,,,,,,
Grantor,GRNTR,,,,,,,
Granular,GRNLR,,,X,X,,Used in 'Granular Marketing Spend' analysis.,
Graph,GRPH,,,,,,,
Graphic,GRPHC,,,,,,,
Gravel,GRVL,,,,,,,
Gravity,GRAV,,,,,,,
Grease,GREAS,,,,,,,
Great,GRT,,,,,,,
Greater,GRTR,,,,,,,
Green,GRN,,,,,,,
Greenhouse,GRNHS,,,,,,,
Greeting,GRETG,,,,,,,
Gregorian,GREG,,,,,,,
Grill,GRL,,,,,,,
Grinder,GRNDR,,,,,,,
Grinding,GRND,,,,,,,
Grocer,GROC,,,,,,,
Grocery,GROC,,,,,,,
Grocery Home Shopping,GHS,,,X,X,,,Used in GHS Market Name
Groom,GROOM,,,,,,,
Grooming,GROOM,,,,,,,
Gross,GROSS,,,,,,,
Gross Merchandise Value,GMV,,,,,,,
Ground,GND,GND,,X,X,,,
Group,GRP,GRP,,X,,,,
Grouping,GRPG,,,,,,,
Groups,GRPS,,,,,,,
Grove,GRV,,,,,,,
Guaranteed,GUAR,,,,,,,
Guard,GRD,,,,,,,
Guardian,GRDAN,,,,,,,
Guidance,GUIDC,,,,,,,
Guide,GUID,,,,,,,
Guideline,GUIDL,,,,,,,
Guild,GLD,,,,,,,
Gunnery,GUNRY,,,,,,,
Gunsmith,GUNSM,,,,,,,
Gym,GYM,,,,,,,
Gymnastic,GYM,,,,,,,
Gypsum,GYPS,,,,,,,
Habit,HABIT,,,,,,,
Haircutting,HRCUT,,,,,,,
Hairdresser,HRDRS,,,,,,,
Hairstyling,HRSTY,,,,,,,
Hairstylist,HRSTY,,,,,,,
Half,HALF,,,,,,,
Hallmark,HLMRK,,,,,,,
Hamburger,HMBGR,,,,,,,
Handbag,HNDBG,,,,,,,
Handicap,HNDCP,,,,,,,
Handicapped,HNDCP,,,,,,,
Handicraft,HNDCF,,,,,,,
handkey,HANDKEY,,,,,,,
Handle,HNDL,HDL,,X,X,,To manage OR as a means to process something OR in IT as a pointer.,
Handler,HNDLR,,,,,,,
Handling,HNDLG,,,,,,,
Handprint,HDPRT,,,,,,,
Handy,HNDY,,,,,,,
Handyman,HNDYM,,,,,,,
Happy,HAP,,,,,,,
Harbor,HBR,,,,,,,
Hardware,HDW,,,,,,,
harmonized,HARMONIZE,,,,,,,
Harness,HARN,,,,,,,
Harvest,HRVST,,,,,,,
Has,HAS,,,,,,,
Hash,HASH,,,,,,,
Hatchery,HTCHY,,,,,,,
Hauling,HLG,,,,,,,
Have,HAVE,,,,,,,
Haven,HVN,,,,,,,
Hawaii,HI,,,,,,,
Haystack,HYSTK,,,,,,,
Hazard,HZD,,,,,,,
Hazardous,HZRD,HZRD,,,X,,,
Hazardous Material,HAZMAT,,,,,,,
Head,HD,,,,,,,
Headache,HDACH,,,,,,,
Header,HDR,HDR,,,X,,,
Heading,HDG,,,,,,,
Headings,HDGS,,,,,,,
Headliner,HDLNR,,,,,,,
Headquarters,HQ,,,,,,,
Health,HLTH,,,,,,,
Hear,HEAR,,,,,,,
Hearing,HEAR,,,,,,,
Heart,HEART,,,,,,,
Heat,HEAT,,,,,,,
Heater,HTR,,,,,,,
Heating,HTG,,,,,,,
Heavy,HVY,,,,,,,
Hectare,HA,,,,,,,
Hectograrm,HG,,,,,,,
Hectoliter,HL,,,,,,,
Height,HT,HT,,X,X,,,
Held,HELD,,,,,,,
Helicopter,HCPTR,,,,,,,
Helium,HELI,,,,,,,
Helper,HLPR,,,,,,,
Hemisphere,HEMIS,,,,,,,
Hemoglobin,HGB,,,,,,,
Hemogram,CBC,,,,,,,
Here,HERE,,,,,,,
Heritage,HRTG,,,,,,,
Heter,HETER,,,,,,,
Hex,HEX,,,,,,,
Hi,HI,,,,,,,
Hickory,HCKRY,,,,,,,
Hidden,HIDN,,,,,,,
Hideaway,HDWY,,,,,,,
Hier,HIER,,,,,,,
Hierarchies,HIERS,,,,,,,
Hierarchy,HRCHY,HRCHY,,X,X,,"Hierarchy for reporting, products etc.",
High,HI,,,,,,,
Higher,HI,,,,,,,
Highest,HI,,,,,,,
Highland,HILND,,,,,,,
Highway,HWY,,,,,,,
Hilltop,HLTP,,,,,,,
Hire,HIRE,,,,,,,
Hired,HIRED,,,,,,,
Historical,HIST,,,,,,,
History,HIST,HIST,,X,X,,Usually used as a suffix for tables containing historical data.,
Hitching,HTCHG,,,,,,,
Hobby,HOB,,,,,,,
Hold,HLD,,,,,,,
Holder,HLDR,,,,,,,
Holding,HLDG,,,,,,,
Hole,HOLE,,,,,,,
Holiday,HDAY,,,,,,,
Holiness,HLNSS,,,,,,,
Home,HOME,HOME,,X,X,,,
Homeoffice,HO,HO,,X,X,,Walmart terminology.,
Homestead,HMSTD,,,,,,,
Homework,HMWRK,,,,,,,
Honeybee,HNYB,,,,,,,
Honorable,HON,,,,,,,
Horizon,HRZN,,,,,,,
Horizontal,HRZNL,,,,,,,
Horse,HORSE,,,,,,,
Horsepower,HP,,,,,,,
Horticultural,HORTL,,,,,,,
Horticulture,HORT,,,,,,,
Hosiery,HSRY,,,,,,,
Hospice,HSPC,,,,,,,
Hospital,HOSP,,,,,,,
Hospitality,HOSPY,,,,,,,
Hot,HOT,,,,,,,
Hotel,HTL,,,,,,,
Hour,HR,HR,,X,X,,Unit of time,
Hourly,HRLY,HRLY,,X,X,,"Derivative of hour. For example, hourly jobs.",
Hours,HRS,,,,,,,
House,HSE,HSE,,X,X,,,
Household,HH,HH,,X,X,,A household as defined in marketing context.,
Housewares,HSWRS,,,,,,,
Housing,HSEG,,,,,,,
How,HOW,,,,,,,
Hull,HULL,,,,,,,
Human,HMN,,,,,,,
Hundred,HUNDR,,,,,,,
Hundredweight,CWT,,,,,,,
Hungry,HNGRY,,,,,,,
Hunter,HNTR,,,,,,,
Hydraulic,HYDRA,,,,,,,
Hydrogen,H,,,,,,,
Hygiene,HYGN,,,,,,,
Hypermart,HM,,,,,,,
Hyphen,DASH,,,,,,,
Hypnosis,HYPNS,,,,,,,
Idaho,ID,,,,,,,
Ideal,IDEAL,,,,,,,
Identification,ID,ID,,,,X,An identification number or alphanumeric attribute used to identify an entity. This class word is sometimes used instead of CD when there are thousands of possible values.,
Identifier,ID,ID,,,,X,An identification number or alphanumeric attribute used to identify an entity. This class word is sometimes used instead of CD when there are thousands of possible values,
Identify,ID,,,X,X,,,
